,flows_mean,packets_mean,fraction_mean,octets_mean,operations_mean,occupancy_mean
64,96.48402761582948,99.27936366721912,63.09821875059309,99.90604327536855,1.0364409785852853,1.5848307920587703
128,65.54647406518683,98.78561274846847,40.82093787772701,99.83333902994109,1.5256350768852753,2.4497232351577756
256,42.750613389419975,98.25806869806438,27.94338686211113,99.73647608375869,2.3391477237785843,3.578664264767115
512,29.14441874414545,97.7210575060108,19.526986478438204,99.61425157177773,3.431188690976658,5.121117900625399
1024,21.022110095115732,97.03413612494204,13.823948948197028,99.44073447322262,4.756896407998261,7.233823010684828
2048,14.846732160462983,96.11613666601838,9.437859846503239,99.18517798815505,6.735488922357011,10.595622485011829
4096,9.969020204776413,94.93445983987824,6.318200455623946,98.82029060589643,10.03107606824665,15.827291441978257
8192,6.660009232206354,93.47015347066451,4.250908019989774,98.3179189270306,15.014994200972241,23.52438573823589
16384,4.508070699134381,91.70556543909024,2.8677033172416655,97.64576435557979,22.182438269923658,34.871110759179295
32768,3.043635132837441,89.60355960325555,1.9197134028879292,96.76150303852278,32.855449367472175,52.09110893822201
65536,2.0312230038433743,87.07817514146599,1.2759774926701857,95.60248917639832,49.23142353684712,78.37128834516831
131072,1.3513329623734194,83.97218054506888,0.8447740806921968,94.073238222208,74.00100699413457,118.37484397966057
262144,0.8972111406056915,80.0695127639174,0.5539587483706643,92.03674105015833,111.45648496126759,180.51885685373833
524288,0.5869475567101379,75.16732764027554,0.3577149287929764,89.31773575882421,170.3729726050886,279.55221309165404
1048576,0.37732350468497877,69.19661316163428,0.22846332609155173,85.72299348285205,265.02457111302505,437.70701280925573
2097152,0.2415082778228661,62.31976008288751,0.14475594223361893,81.07289574412721,414.06448218451897,690.817927450687
4194304,0.15364918295097674,54.898579688078385,0.0899203518770264,75.22104179932569,650.8332688752791,1112.095292251062
8388608,0.09489962709534616,47.283922375763815,0.05414508057346147,68.0219296305092,1053.744920404476,1846.8898548285426
16777216,0.05686410670169284,39.55432116612901,0.03174012072112702,59.22886931590341,1758.5785797110395,3150.58663067521
33554432,0.03396724597859446,31.534676831811343,0.01771545629611433,48.5132339236618,2944.012595634576,5644.788275757469
67108864,0.018940804239120368,23.312237935673846,0.008513930670683845,36.16459183152316,5279.606860275755,11745.456225563548
134217728,0.008256202154544034,15.743529793194371,0.0032034836341249687,24.172089501503617,12112.106526481086,31216.0171304621
268435456,0.0027073515424524963,10.048792622743775,0.0010213537736247832,15.313617816585332,36936.46666565268,97909.26766256528
536870912,0.000804860763259363,6.813523277459696,0.0003653465353935067,10.561274540849881,124245.09252387972,273712.7365729422
1073741824,0.0002337443372635306,5.812453713193766,0.00023374433731904176,9.12931853681892,427817.85077966144,427817.85067806044
