,flows_mean,packets_mean,fraction_mean,octets_mean,operations_mean,occupancy_mean
1,52.1673890833322,98.72738516412056,38.214252002753504,99.71421844581965,1.9169063615635424,2.616824738393272
2,34.65788477362442,98.06349523115512,24.26111492217481,99.53316202374741,2.885346311616302,4.121822114143624
4,25.10665246616486,97.25233603284663,15.723078929891809,99.25172577126949,3.98300809455843,6.360077466118025
8,15.868106913405821,96.1887061010222,9.415164768941764,98.80637658115666,6.301948968816009,10.621163033691623
16,9.424376378168443,94.9177411466976,5.562775639875839,98.16937805918793,10.610781656773588,17.976637289335653
32,5.655224575517348,93.43688475583981,3.4054903260377523,97.29894687354033,17.68276372841513,29.36434710603005
64,3.544396290960561,91.63536382988762,2.142477066281945,96.09395199632415,28.213549442830267,46.67494535824368
128,2.2579259732469326,89.36221805735671,1.345942115512111,94.44012583960905,44.288431589366255,74.29740019833727
256,1.4059564495291887,86.4919350685208,0.8312932410964646,92.2035868138133,71.12595844166219,120.29449423659615
512,0.8732335090283372,82.94247521564901,0.5123843332053291,89.26873625557836,114.51690637853766,195.16599848872966
1024,0.5369483641286865,78.56404463460402,0.31394191761742185,85.3604613568322,186.2376471940116,318.5302579500158
2048,0.3264939466962047,73.19235307774473,0.19129871117553598,80.28865375141179,306.28439213621243,522.7426749793408
4096,0.20042745256865224,66.63905077497523,0.11667796106564765,73.91504841860103,498.93364765361713,857.0598859174102
8192,0.12372328549813405,58.58168586462109,0.07006853294799775,65.88450862712459,808.2552899996191,1427.1741649595585
16384,0.07509164413392888,48.66152894861804,0.039467787460634174,55.79300501495483,1331.7060926465545,2533.71183017902
32768,0.041935367264001044,37.04288458892401,0.019420172334583263,43.700955912325824,2384.6220153613367,5149.284891870961
65536,0.01954618947260789,25.126955612553736,0.007702726393643555,30.41336688285878,5116.086700179614,12982.416210774669
131072,0.00671703108924282,15.536323408116681,0.002423186721767223,18.96744673340207,14887.529724277716,41267.971263506384
262144,0.0019492722246328142,9.571705221426841,0.0007313295645183793,11.622650432319237,51301.19781952829,136737.25889347232
524288,0.000613137152771781,5.9481757033876335,0.0002261237729532583,7.216111952782311,163095.64597078253,442235.6778058486
1048576,0.000185895328308483,3.710516051782098,6.813516816818785e-05,4.452474355056941,537937.1332777957,1467670.8473538302
2097152,5.6591934260996624e-05,2.367324446978348,2.1261678686625185e-05,2.7901770085947173,1767036.2624258343,4703297.490000436
4194304,1.8004270052607296e-05,1.5480186732108976,7.548800062573274e-06,1.8305535619002704,5554237.950653181,13247138.50825074
8388608,7.4645802872197464e-06,0.967553903451401,3.046131688150116e-06,1.2204246831773153,13396600.498920476,32828521.62597375
16777216,2.926313869000552e-06,0.46986118867554105,8.998480964389439e-07,0.6202993345872445,34172684.29724315,111129867.80295439
