,flows_mean,packets_mean,fraction_mean,octets_mean,operations_mean,occupancy_mean
1,52.1673890833322,99.391275097086,52.1673890833322,99.89527486789189,1.9169063615635424,1.9169063615635424
2,34.65788477362442,98.94561799801741,34.65788477362442,99.82723225397248,2.885346311616302,2.885346311616302
4,25.10665246616486,98.53037996915506,25.10665246616486,99.7463392501854,3.98300809455843,3.98300809455843
8,15.868106913405821,97.8042251630479,15.868106913405821,99.55883897193863,6.301948968816009,6.301948968816009
16,9.424376378168443,96.83671733834063,9.424376378168443,99.21704184824222,10.610781656773588,10.610781656773588
32,5.655224575517348,95.7399000182505,5.655224575517348,98.75675743307217,17.68276372841513,17.68276372841513
64,3.544396290960561,94.52218066451961,3.544396290960561,98.11374217640278,28.213549442830267,28.213549442830267
128,2.2579259732469326,93.04025977495233,2.2579259732469326,97.21868088141228,44.288431589366255,44.288431589366255
256,1.4059564495291887,91.07239212137515,1.4059564495291887,95.85550965263235,71.12595844166219,71.12595844166219
512,0.8732335090283372,88.63227959978481,0.8732335090283372,94.13697384694235,114.51690637853766,114.51690637853766
1024,0.5369483641286865,85.56132800654758,0.5369483641286865,91.8361945344909,186.2376471940116,186.2376471940116
2048,0.3264939466962047,81.70181438494049,0.3264939466962047,88.43933440369976,306.28439213621243,306.28439213621243
4096,0.20042745256865224,77.0865930329011,0.20042745256865224,84.2107510879004,498.93364765361713,498.93364765361713
8192,0.12372328549813405,71.48016096835849,0.12372328549813405,78.87168014378457,808.2552899996191,808.2552899996191
16384,0.07509164413392888,64.31852833172536,0.07509164413392888,71.82725598950599,1331.7060926465545,1331.7060926465545
32768,0.041935367264001044,54.53037009961095,0.041935367264001044,62.40906625436967,2384.6220153613367,2384.6220153613367
65536,0.01954618947260789,41.428885343588775,0.01954618947260789,49.37596392411161,5116.086700179614,5116.086700179614
131072,0.00671703108924282,26.74061148395056,0.00671703108924282,32.757535810508244,14887.529724277716,14887.529724277716
262144,0.0019492722246328142,16.074640001063955,0.0019492722246328142,19.546251616398347,51301.19781952829,51301.19781952829
524288,0.000613137152771781,10.03912910131003,0.000613137152771781,12.189650391165486,163095.64597078253,163095.64597078253
1048576,0.000185895328308483,6.191165353741834,0.000185895328308483,7.551838286062285,537937.1332777957,537937.1332777957
2097152,5.6591934260996624e-05,3.877687762632598,5.6591934260996624e-05,4.637329409170377,1767036.2624258343,1767036.2624258343
4194304,1.8004270052607296e-05,2.5090386269050136,1.8004270052607296e-05,2.8943711248823223,5554237.950653181,5554237.950653181
8388608,7.4645802872197464e-06,1.7644327080297173,7.4645802872197464e-06,2.091561857384938,13396600.498920476,13396600.498920476
16777216,2.926313869000552e-06,1.0946565304711608,2.926313869000552e-06,1.4068526565637396,34172684.29724315,34172684.29724315
