,flows_mean,packets_mean,fraction_mean,octets_mean,operations_mean,occupancy_mean
64,95.691756283514,99.94517265129815,95.691756283514,99.9959695367036,1.0450220989122785,1.0450220989122785
128,67.66243368314669,99.58044841411552,67.66243368314669,99.9576252588864,1.4779249659905145,1.4779249659905145
256,43.1289165023757,99.05230081683096,43.1289165023757,99.89699072056354,2.318630007653719,2.318630007653719
512,28.88993640564713,98.58568519057582,28.88993640564713,99.82200693884515,3.4614129500282647,3.4614129500282647
1024,20.960316587243412,98.09463514821577,20.960316587243412,99.7377530876063,4.770920304746765,4.770920304746765
2048,14.812535357760769,97.47013693516745,14.812535357760769,99.60661489039833,6.751038737443873,6.751038737443873
4096,10.27153610825885,96.67124844765307,10.27153610825885,99.41554045666064,9.735642161603735,9.735642161603735
8192,6.645245163005853,95.66844067429811,6.645245163005853,99.11095293919638,15.048353754757013,15.048353754757013
16384,4.42940089751549,94.53037569613139,4.42940089751549,98.73870753189117,22.576416611124845,22.576416611124845
32768,3.0479071175460226,93.16148340290518,3.0479071175460226,98.27124560499495,32.80939875901255,32.80939875901255
65536,2.0601532577380954,91.32768264402245,2.0601532577380954,97.59662188810567,48.54007808612891,48.54007808612891
131072,1.3528164744643911,88.94423553596452,1.3528164744643911,96.64136299879381,73.91985674892977,73.91985674892977
262144,0.8992481913057238,86.21180835432631,0.8992481913057238,95.41266072297796,111.20400459721614,111.20400459721614
524288,0.5778498002256716,82.79658038509346,0.5778498002256716,93.6999683497875,173.05535099423125,173.05535099423125
1048576,0.3831669249697023,78.59518626126547,0.3831669249697023,91.59975383484046,260.98286016703344,260.98286016703344
2097152,0.24656733767582928,73.19922896155069,0.24656733767582928,88.6275119285312,405.5687218859195,405.5687218859195
4194304,0.15188536136860886,65.96038276760873,0.15188536136860886,84.57473198478304,658.3912965602467,658.3912965602467
8388608,0.09387721519477088,58.02561408951965,0.09387721519477088,79.5950128905582,1065.2212018914913,1065.2212018914913
16777216,0.058318608235619074,50.85814564640911,0.058318608235619074,73.46668254399759,1714.7185611148263,1714.7185611148263
33554432,0.03414995882163874,43.30164190637278,0.03414995882163874,65.13717953806135,2928.261217598779,2928.261217598779
67108864,0.01888729766659214,35.24683488705587,0.01888729766659214,54.593061532038476,5294.563667351949,5294.563667351949
134217728,0.008205706471198226,25.489666907291898,0.008205706471198226,39.738055279296546,12186.641132119079,12186.641132119079
268435456,0.0025962851803007503,15.954618962877321,0.0025962851803007503,24.571834295942462,38516.57004351738,38516.57004351738
536870912,0.0007897079555396758,9.886678764625723,0.0007897079555396758,15.043986663074138,126629.09028396624,126629.09028396624
1073741824,0.0002467775362835489,6.143644889088796,0.0002467775362835489,9.32292745815866,405223.2691272976,405223.2691272976
