,flows_mean,flows_conf,packets_mean,packets_conf,fraction_mean,fraction_conf,octets_mean,octets_conf,operations_mean,operations_conf,occupancy_mean,occupancy_conf
64,95.69223140000001,0.0006891737318568403,99.94520413897497,0.0002967805818769875,95.69223140000001,0.0006891737318568403,99.99597027996865,2.696273541857863e-05,1.0450169103559166,7.526182919326274e-06,1.0450169103559166,7.526182919326274e-06
128,67.66188215999999,0.0010160261113583147,99.58063601721109,0.0022165995976735076,67.66188215999999,0.0010160261113583147,99.95762755712651,0.0002775940261301457,1.477937012973279,2.219290058458334e-05,1.477937012973279,2.219290058458334e-05
256,43.12881344,0.0008947022241159175,99.0527420621502,0.005016305222099504,43.12881344,0.0008947022241159175,99.89699914006101,0.0006748288904816491,2.318635548864534,4.8099177439198115e-05,2.318635548864534,4.8099177439198115e-05
512,28.88975438,0.0017025665375740573,98.58633451017563,0.007485077126958117,28.88975438,0.0017025665375740573,99.82202031184418,0.00116951353334116,3.4614347655876934,0.00020399538279347595,3.4614347655876934,0.00020399538279347595
1024,20.96010248,0.0008172266191799338,98.09549749916314,0.010125299218088912,20.96010248,0.0008172266191799338,99.7377722004897,0.0017269699412736372,4.770969043414756,0.00018601472745594094,4.770969043414756,0.00018601472745594094
2048,14.81213548,0.0007042050016465851,97.47127765077457,0.013377803311101388,14.81213548,0.0007042050016465851,99.60664055816822,0.0025761670995052555,6.7512210006658036,0.0003209625558566742,6.7512210006658036,0.0003209625558566742
4096,10.27137344,0.0012164452237666268,96.67279912428184,0.01754474174120446,10.27137344,0.0012164452237666268,99.41559063070045,0.0038154007074524543,9.735796416319845,0.0011530774224066676,9.735796416319845,0.0011530774224066676
8192,6.6458253,0.0009622950739300862,95.67066702680816,0.02280527368782259,6.6458253,0.0009622950739300862,99.11108950577132,0.005814509962078773,15.047040295816469,0.0021790209608187894,15.047040295816469,0.0021790209608187894
16384,4.42979,0.0006229671248858537,94.53304912616946,0.028923008262495387,4.42979,0.0006229671248858537,98.7388448421818,0.008291812219070493,22.57443378272366,0.0031751015572822894,22.57443378272366,0.0031751015572822894
32768,3.0480618999999995,0.000559243810706711,93.16460849937545,0.035972881086635766,3.0480618999999995,0.000559243810706711,98.27135454162621,0.011283437977013477,32.80773325062132,0.0060187455895501785,32.80773325062132,0.0060187455895501785
65536,2.0602032,0.00017753583051183242,91.33148800592446,0.046063297967833705,2.0602032,0.00017753583051183242,97.59672396821394,0.015899702764386348,48.53890159248746,0.004182755437447838,48.53890159248746,0.004182755437447838
131072,1.3528285200000003,0.00020593092677856362,88.94909770490545,0.05857655249425875,1.3528285200000003,0.00020593092677856362,96.64149904711047,0.022046251752243506,73.91919945801601,0.011252154558036409,73.91919945801601,0.011252154558036409
262144,0.8994261,0.00023451147885289458,86.21901137837017,0.0741133484510641,0.8994261,0.00023451147885289458,95.41336447995548,0.030562237947918902,111.18201209384651,0.028990008561564196,111.18201209384651,0.028990008561564196
524288,0.57799974,0.00022284210227896395,82.80442078666537,0.09217898001708136,0.57799974,0.00022284210227896395,93.70059830636569,0.04217978744541995,173.01047178998888,0.06669324131598842,173.01047178998888,0.06669324131598842
1048576,0.3832651,0.00030985718233705883,78.60341845009383,0.11662696990961763,0.3832651,0.00030985718233705883,91.59998633860633,0.057308097028368365,260.9160967543392,0.2109297028553101,260.9160967543392,0.2109297028553101
2097152,0.24656994000000002,0.00018460488506283346,73.20405826715998,0.14233220925963508,0.24656994000000002,0.00018460488506283346,88.62586444280544,0.07453762472272274,405.564559454839,0.3036912352245622,405.564559454839,0.3036912352245622
4194304,0.15191304,9.144143448561182e-05,65.97189659323826,0.17319488094847202,0.15191304,9.144143448561182e-05,84.57424244589593,0.09780471074684272,658.2714610969099,0.396226905710364,658.2714610969099,0.396226905710364
8388608,0.09389456,8.496587072431838e-05,58.02724559962668,0.23508620885854015,0.09389456,8.496587072431838e-05,79.59460653133675,0.13003290032101233,1065.0248799003498,0.9636799378210981,1065.0248799003498,0.9636799378210981
16777216,0.05833382,9.133413162676352e-05,50.86278230826695,0.25887630150997154,0.05833382,9.133413162676352e-05,73.46578440785784,0.17219762538357486,1714.2735915405913,2.6822421576996476,1714.2735915405913,2.6822421576996476
33554432,0.03416825999999999,7.304133191363832e-05,43.301102026034236,0.29512125653290155,0.03416825999999999,7.304133191363832e-05,65.13763351923842,0.21563401301361296,2926.6997296741984,6.2612009926388055,2926.6997296741984,6.2612009926388055
67108864,0.01889748,6.793101634120641e-05,35.25570213084165,0.361521344536186,0.01889748,6.793101634120641e-05,54.58690238389856,0.2859686076930785,5291.7463435527625,19.027165534266715,5291.7463435527625,19.027165534266715
134217728,0.00819676,4.6705682723394495e-05,25.48719487128295,0.39844225284125656,0.00819676,4.6705682723394495e-05,39.7088559216944,0.3668913767312958,12200.148751382829,69.78568028512927,12200.148751382829,69.78568028512927
268435456,0.00258722,2.2223600409259237e-05,15.944126497923133,0.4323161626735068,0.00258722,2.2223600409259237e-05,24.537190381934643,0.4015379094337632,38653.003455785605,331.5734102315546,38653.003455785605,331.5734102315546
536870912,0.0007914199999999999,9.493818468828043e-06,9.901522847237977,0.41604869669884437,0.0007914199999999999,9.493818468828043e-06,15.061765974267331,0.45138808418880494,126364.62371230223,1520.5461699287698,126364.62371230223,1520.5461699287698
1073741824,0.00024482,5.455838263364614e-06,6.140380490468506,0.36604616922778366,0.00024482,5.455838263364614e-06,9.28971498883433,0.442826153464841,408567.31466146116,8990.64385090128,408567.31466146116,8990.64385090128
