,flows_mean,packets_mean,fraction_mean,octets_mean,operations_mean,occupancy_mean
64,95.691756283514,99.28397910974408,62.358887584610464,99.90644764870244,1.0450220989122785,1.6036206525383716
128,67.66243368314669,98.77384847554852,40.89629597972861,99.8310256635749,1.4779249659905145,2.445209220159395
256,43.1289165023757,98.2491075397125,27.979638000208208,99.73559825865497,2.318630007653719,3.5740276553705184
512,28.88993640564713,97.64792277852209,19.517930399865048,99.60578922047831,3.4614129500282647,5.123494036062934
1024,20.960316587243412,96.91845211423313,13.823469462884185,99.42401118349781,4.770920304746765,7.234073925399014
2048,14.812535357760769,96.00070245577528,9.503983529901138,99.16317568675133,6.751038737443873,10.521903755975913
4096,10.27153610825885,94.87751957733005,6.371982924094066,98.80054758986671,9.735642161603735,15.693701817981168
8192,6.645245163005853,93.51367185422961,4.216843003835457,98.31520470246295,15.048353754757013,23.714423304126885
16384,4.42940089751549,91.84936926013447,2.857078612208752,97.6778925077577,22.576416611124845,35.00078701813946
32768,3.0479071175460226,89.7447320978297,1.9385214736289291,96.81133455279387,32.80939875901255,51.585706612163094
65536,2.0601532577380954,87.09048877737892,1.283858995360998,95.62304435164751,48.54007808612891,77.89017357928921
131072,1.3528164744643911,83.87818842646023,0.8439968257444641,94.04943135980028,73.91985674892977,118.48385793606869
262144,0.8992481913057238,79.97705841694705,0.5492214664682638,91.96682770371964,111.20400459721614,182.0759130975781
524288,0.5778498002256716,75.20224497302908,0.3583869271249984,89.27143807073689,173.05535099423125,279.02803487338684
1048576,0.3831669249697023,69.38999592303603,0.2320342942582987,85.72671787118222,260.98286016703344,430.9707766244278
2097152,0.24656733767582928,62.43567706256867,0.14458918737055848,81.06893237864898,405.5687218859195,691.6146484986898
4194304,0.15188536136860886,54.78170822958184,0.08912360817932563,75.26256925318427,658.3912965602467,1122.037157638299
8388608,0.09387721519477088,47.152203531603355,0.054513881608253545,68.08370071661652,1065.2212018914913,1834.3951494523506
16777216,0.058318608235619074,39.534060574861044,0.032212747850754266,59.16451766709403,1714.7185611148263,3104.361058029344
33554432,0.03414995882163874,31.52174080387329,0.017683723628221334,48.387179619226934,2928.261217598779,5654.91760120084
67108864,0.01888729766659214,23.219208061721915,0.00851924051053561,36.065236298937805,5294.563667351949,11738.13556224074
134217728,0.008205706471198226,15.27914661999926,0.003153245943952132,23.638992502156846,12186.641132119079,31713.35245568084
268435456,0.0025962851803007503,9.400086865815917,0.0009523923298537364,14.384348732896028,38516.57004351738,104998.74564861048
536870912,0.0007897079555396758,5.791553752644803,0.0002907834036144376,8.846563932213128,126629.09028396624,343898.58140801726
1073741824,0.0002467775362835489,3.5144084542973895,8.824307809587595e-05,5.449635560482621,405223.2691272976,1133233.3612767926
